"(26, 5)",0.0138
"(26, 6)",0.014
"(26, 7)",0.0143
"(26, 8)",0.0148
"(26, 9)",0.0152
"(26, 10)",0.0155
"(26, 11)",0.0156
"(26, 12)",0.0156
"(26, 13)",0.0156
"(26, 14)",0.0156
"(26, 15)",0.0156
"(26, 16)",0.0156
"(26, 17)",0.0156
"(26, 18)",0.0156
"(26, 19)",0.0156
"(26, 20)",0.0156
"(26, 21)",0.0155
"(26, 22)",0.0152
"(26, 23)",0.0148
"(26, 24)",0.0143
"(26, 25)",0.014
"(26, 26)",0.0138
"(26, 27)",0.0136
"(26, 28)",0.0133
"(26, 29)",0.013
"(26, 30)",0.0128
"(26, 31)",0.0127
"(27, 0)",0.0131
"(27, 1)",0.0132
"(27, 2)",0.0135
"(27, 3)",0.0138
"(27, 4)",0.0141
"(27, 5)",0.0144
"(27, 6)",0.0147
"(27, 7)",0.0151
"(27, 8)",0.0155
"(27, 9)",0.0158
"(27, 10)",0.0161
"(27, 11)",0.0163
"(27, 12)",0.0165
"(27, 13)",0.0165
"(27, 14)",0.0164
"(27, 15)",0.0164
"(27, 16)",0.0164
"(27, 17)",0.0164
"(27, 18)",0.0165
"(27, 19)",0.0165
"(27, 20)",0.0163
"(27, 21)",0.0161
"(27, 22)",0.0158
"(27, 23)",0.0155
"(27, 24)",0.0151
"(27, 25)",0.0147
"(27, 26)",0.0144
"(27, 27)",0.0141
"(27, 28)",0.0138
"(27, 29)",0.0135
"(27, 30)",0.0132
"(27, 31)",0.0131
"(28, 0)",0.0135
"(28, 1)",0.0136
"(28, 2)",0.0139
"(28, 3)",0.0142
"(28, 4)",0.0146
"(28, 5)",0.0149
"(28, 6)",0.0153
"(28, 7)",0.0157
"(28, 8)",0.0163
"(28, 9)",0.0166
"(28, 10)",0.0168
"(28, 11)",0.0171
"(28, 12)",0.0177
"(28, 13)",0.0175
"(28, 14)",0.0166
"(28, 15)",0.0162
"(28, 16)",0.0162
"(28, 17)",0.0166
"(28, 18)",0.0175
"(28, 19)",0.0177
"(28, 20)",0.0171
"(28, 21)",0.0168
"(28, 22)",0.0166
"(28, 23)",0.0163
"(28, 24)",0.0157
"(28, 25)",0.0153
"(28, 26)",0.0149
"(28, 27)",0.0146
"(28, 28)",0.0142
"(28, 29)",0.0139
"(28, 30)",0.0136
"(28, 31)",0.0135
"(29, 0)",0.0142
"(29, 1)",0.0143
"(29, 2)",0.0146
"(29, 3)",0.015
"(29, 4)",0.0153
"(29, 5)",0.0157
"(29, 6)",0.0162
"(29, 7)",0.0166
"(29, 8)",0.0171
"(29, 9)",0.0173
"(29, 10)",0.0174
"(29, 11)",0.0178
"(29, 12)",0.0185
"(29, 13)",0.0183
"(29, 14)",0.0173
"(29, 15)",0.0168
"(29, 16)",0.0168
"(29, 17)",0.0173
"(29, 18)",0.0183
"(29, 19)",0.0185
"(29, 20)",0.0178
"(29, 21)",0.0174
"(29, 22)",0.0173
"(29, 23)",0.0171
"(29, 24)",0.0166
"(29, 25)",0.0162
"(29, 26)",0.0157
"(29, 27)",0.0153
"(29, 28)",0.015
"(29, 29)",0.0146
"(29, 30)",0.0143
"(29, 31)",0.0142
"(30, 0)",0.015
"(30, 1)",0.0152
"(30, 2)",0.0156
"(30, 3)",0.016
"(30, 4)",0.0164
"(30, 5)",0.0169
"(30, 6)",0.0174
"(30, 7)",0.0177
"(30, 8)",0.0179
"(30, 9)",0.018
"(30, 10)",0.018
"(30, 11)",0.0183
"(30, 12)",0.0189
"(30, 13)",0.019
"(30, 14)",0.0184
"(30, 15)",0.0181
"(30, 16)",0.0181
"(30, 17)",0.0184
"(30, 18)",0.019
"(30, 19)",0.0189
"(30, 20)",0.0183
"(30, 21)",0.018
"(30, 22)",0.018
"(30, 23)",0.0179
"(30, 24)",0.0177
"(30, 25)",0.0174
"(30, 26)",0.0169
"(30, 27)",0.0164
"(30, 28)",0.016
"(30, 29)",0.0156
"(30, 30)",0.0152
"(30, 31)",0.015
"(31, 0)",0.016
"(31, 1)",0.0162
"(31, 2)",0.0165
"(31, 3)",0.017
"(31, 4)",0.0175
"(31, 5)",0.018
"(31, 6)",0.0184
"(31, 7)",0.0187
"(31, 8)",0.0188
"(31, 9)",0.0189
"(31, 10)",0.0188
"(31, 11)",0.0191
"(31, 12)",0.0196
"(31, 13)",0.0198
"(31, 14)",0.0196
"(31, 15)",0.0195
"(31, 16)",0.0195
"(31, 17)",0.0196
"(31, 18)",0.0198
"(31, 19)",0.0196
"(31, 20)",0.0191
"(31, 21)",0.0188
"(31, 22)",0.0189
"(31, 23)",0.0188
"(31, 24)",0.0187
"(31, 25)",0.0184
"(31, 26)",0.018
"(31, 27)",0.0175
"(31, 28)",0.017
"(31, 29)",0.0165
"(31, 30)",0.0162
"(31, 31)",0.016
"(32, 0)",0.017
"(32, 1)",0.0171
"(32, 2)",0.0174
"(32, 3)",0.0179
"(32, 4)",0.0186
"(32, 5)",0.0191
"(32, 6)",0.0192
"(32, 7)",0.0195
"(32, 8)",0.0199
"(32, 9)",0.0201
"(32, 10)",0.02
"(32, 11)",0.0201
"(32, 12)",0.0205
"(32, 13)",0.0208
"(32, 14)",0.021
"(32, 15)",0.0211
"(32, 16)",0.0211
"(32, 17)",0.021
"(32, 18)",0.0208
"(32, 19)",0.0205
"(32, 20)",0.0201
"(32, 21)",0.02
"(32, 22)",0.0201
"(32, 23)",0.0199
"(32, 24)",0.0195
"(32, 25)",0.0192
"(32, 26)",0.0191
"(32, 27)",0.0186
"(32, 28)",0.0179
"(32, 29)",0.0174
"(32, 30)",0.0171
"(32, 31)",0.017
"(33, 0)",0.0181
"(33, 1)",0.0183
"(33, 2)",0.0186
"(33, 3)",0.0192
"(33, 4)",0.02
"(33, 5)",0.0204
"(33, 6)",0.0204
"(33, 7)",0.0207
"(33, 8)",0.0211
"(33, 9)",0.0214
"(33, 10)",0.0213
"(33, 11)",0.0214
"(33, 12)",0.0216
"(33, 13)",0.0219
"(33, 14)",0.0223
"(33, 15)",0.0225
"(33, 16)",0.0225
"(33, 17)",0.0223
"(33, 18)",0.0219
"(33, 19)",0.0216
"(33, 20)",0.0214
"(33, 21)",0.0213
"(33, 22)",0.0214
"(33, 23)",0.0211
"(33, 24)",0.0207
"(33, 25)",0.0204
"(33, 26)",0.0204
"(33, 27)",0.02
"(33, 28)",0.0192
